
 num     #instances         #bytes  class name
1701:             1             40  [Ljavax.servlet.DispatcherType;
1702:             1             40  [Lorg.apache.hadoop.security.SaslRpcServer$AuthMethod;
1703:             1             40  [Lorg.apache.hadoop.util.Shell$OSType;
1704:             1             40  [Lorg.apache.spark.network.util.ByteUnit;
1705:             1             40  [Lorg.spark_project.guava.collect.MapMaker$RemovalCause;
1706:             1             40  [Lorg.spark_project.jetty.http.HttpGenerator$State;
1707:             1             40  [Lorg.spark_project.jetty.http.HttpTokens$EndOfContent;
1708:             1             40  [Lorg.spark_project.jetty.http.pathmap.PathSpecGroup;
1709:             1             40  [Lorg.spark_project.jetty.server.handler.gzip.GzipHttpOutputInterceptor$GZState;
1710:             1             40  [Lsun.security.jca.ServiceId;
1711:             1             40  [Lsun.security.util.DisabledAlgorithmConstraints$Constraint$Operator;
1712:             1             40  [Lsun.util.locale.provider.LocaleProviderAdapter$Type;
1713:             1             40  [[Ljava.lang.invoke.LambdaForm$Name;
1714:             1             40  com.fasterxml.jackson.annotation.JsonFormat$Value
1715:             1             40  com.fasterxml.jackson.databind.deser.impl.BeanPropertyMap
1716:             1             40  com.fasterxml.jackson.databind.type.TypeBindings
1717:             1             40  com.fasterxml.jackson.module.scala.JacksonModule$
1718:             1             40  com.sun.beans.finder.MethodFinder$1
1719:             1             40  com.sun.jmx.interceptor.DefaultMBeanServerInterceptor
1720:             1             40  com.sun.jmx.mbeanserver.JmxMBeanServer
1721:             1             40  com.sun.jmx.mbeanserver.MBeanServerDelegateImpl
1722:             1             40  io.netty.channel.socket.nio.NioSocketChannel$NioSocketChannelUnsafe
1723:             1             40  java.beans.WeakIdentityMap$Entry
1724:             1             40  java.io.BufferedInputStream
1725:             1             40  java.util.IdentityHashMap$KeyIterator
1726:             1             40  java.util.ResourceBundle$1
1727:             1             40  java.util.ServiceLoader$LazyIterator
1728:             1             40  javassist.ClassPool
1729:             1             40  net.jpountz.lz4.LZ4Factory
1730:             1             40  org.antlr.v4.runtime.ParserRuleContext
1731:             1             40  org.apache.hadoop.fs.FileSystem$Cache$Key
1732:             1             40  org.apache.hadoop.fs.FileSystem$Statistics$StatisticsData
1733:             1             40  org.apache.hadoop.fs.RawLocalFileSystem
1734:             1             40  org.apache.hadoop.metrics2.lib.DefaultMetricsSystem
1735:             1             40  org.apache.hadoop.security.User
1736:             1             40  org.apache.kafka.common.errors.GroupAuthorizationException
1737:             1             40  org.apache.kafka.common.errors.RecordTooLargeException
1738:             1             40  org.apache.kafka.common.errors.TopicAuthorizationException
1739:             1             40  org.apache.log4j.helpers.PatternParser$CategoryPatternConverter
1740:             1             40  org.apache.log4j.helpers.PatternParser$DatePatternConverter
1741:             1             40  org.apache.log4j.spi.RootLogger
1742:             1             40  org.apache.spark.InternalAccumulator$shuffleRead$
1743:             1             40  org.apache.spark.broadcast.BroadcastManager
1744:             1             40  org.apache.spark.deploy.SparkHadoopUtil$
1745:             1             40  org.apache.spark.internal.config.ConfigEntryWithDefaultFunction
1746:             1             40  org.apache.spark.metrics.MetricsConfig
1747:             1             40  org.apache.spark.metrics.source.CodegenMetrics$
1748:             1             40  org.apache.spark.metrics.source.HiveCatalogMetrics$
1749:             1             40  org.apache.spark.network.client.TransportResponseHandler
1750:             1             40  org.apache.spark.package$
1751:             1             40  org.apache.spark.package$SparkBuildInfo$
1752:             1             40  org.apache.spark.scheduler.DAGSchedulerEventProcessLoop
1753:             1             40  org.apache.spark.scheduler.JobWaiter
1754:             1             40  org.apache.spark.scheduler.LiveListenerBusMetrics
1755:             1             40  org.apache.spark.scheduler.OutputCommitCoordinator
1756:             1             40  org.apache.spark.scheduler.TaskResultGetter
1757:             1             40  org.apache.spark.sql.SparkSessionExtensions
1758:             1             40  org.apache.spark.sql.catalyst.expressions.aggregate.NoOp$
1759:             1             40  org.apache.spark.sql.catalyst.optimizer.LikeSimplification$
1760:             1             40  org.apache.spark.sql.types.DoubleType$
1761:             1             40  org.apache.spark.sql.types.FloatType$
1762:             1             40  org.apache.spark.storage.BlockInfoManager$$anon$1
1763:             1             40  org.apache.spark.storage.BlockManagerSlaveEndpoint
1764:             1             40  org.apache.spark.storage.DiskBlockManager
1765:             1             40  org.apache.spark.storage.DiskStore
1766:             1             40  org.apache.spark.storage.StorageStatus$NonRddStorageInfo
1767:             1             40  org.apache.spark.streaming.kafka010.KafkaRDD$KafkaRDDIterator
1768:             1             40  org.apache.spark.streaming.scheduler.JobGenerator$$anon$1
1769:             1             40  org.apache.spark.streaming.scheduler.JobScheduler$$anon$1
1770:             1             40  org.apache.spark.ui.UIUtils$
1771:             1             40  org.apache.spark.ui.env.EnvironmentTab
1772:             1             40  org.apache.spark.ui.exec.ExecutorsListener
1773:             1             40  org.apache.spark.ui.jobs.StagePage
1774:             1             40  org.apache.spark.ui.storage.StoragePage
1775:             1             40  org.apache.spark.ui.storage.StorageTab
1776:             1             40  org.apache.spark.util.ShutdownHookManager$
1777:             1             40  org.apache.spark.util.collection.OpenHashSet$
1778:             1             40  scala.Tuple6
1779:             1             40  scala.collection.immutable.Range
1780:             1             40  scala.collection.parallel.package$
1781:             1             40  scala.concurrent.duration.package$
1782:             1             40  scala.reflect.internal.AnnotationInfos$UnmappableAnnotation$
1783:             1             40  scala.reflect.internal.SymbolTable$$anon$1
1784:             1             40  scala.reflect.internal.SymbolTable$traceSymbols$
1785:             1             40  scala.reflect.internal.Trees$Super
1786:             1             40  scala.reflect.internal.Trees$This
1787:             1             40  scala.reflect.internal.Trees$TypeTree
1788:             1             40  scala.reflect.internal.Trees$pendingSuperCall$
1789:             1             40  scala.reflect.internal.Types$MissingAliasControl
1790:             1             40  scala.reflect.internal.transform.Transforms$$anonfun$3$$anon$2
1791:             1             40  scala.sys.SystemProperties$
1792:             1             40  scala.xml.XML$
1793:             1             40  sun.management.DiagnosticCommandImpl
1794:             1             40  sun.management.MappedMXBeanType$CompositeDataMXBeanType
1795:             1             40  sun.nio.cs.StandardCharsets$Aliases
1796:             1             40  sun.nio.cs.StandardCharsets$Cache
1797:             1             40  sun.nio.cs.StandardCharsets$Classes
1798:             1             40  sun.reflect.UnsafeQualifiedStaticIntegerFieldAccessorImpl
1799:             1             40  sun.security.provider.DSAPublicKeyImpl
1800:             1             32  [Lcom.fasterxml.jackson.annotation.JsonProperty$Access;
1801:             1             32  [Lcom.fasterxml.jackson.core.JsonFactory$Feature;
1802:             2             32  [Lcom.fasterxml.jackson.databind.JavaType;
1803:             1             32  [Lcom.sun.beans.util.Cache$Kind;
1804:             1             32  [Lio.netty.buffer.PoolArena$SizeClass;
1805:             1             32  [Lio.netty.handler.timeout.IdleState;
1806:             2             32  [Ljava.lang.Enum;
1807:             1             32  [Ljava.lang.OutOfMemoryError;
1808:             1             32  [Ljava.lang.ThreadGroup;
1809:             1             32  [Ljava.lang.UNIXProcess$Platform;
1810:             1             32  [Ljava.lang.management.MemoryManagerMXBean;
1811:             1             32  [Ljava.text.Normalizer$Form;
1812:             1             32  [Ljava.util.stream.StreamShape;
1813:             1             32  [Lnet.jpountz.util.Native$OS;
1814:             1             32  [Lorg.antlr.v4.runtime.atn.PredictionMode;
1815:             1             32  [Lorg.apache.kafka.clients.ConnectionState;
1816:             1             32  [Lorg.apache.kafka.clients.consumer.internals.SubscriptionState$SubscriptionType;
1817:             1             32  [Lorg.apache.kafka.common.config.ConfigDef$Importance;
1818:             1             32  [Lorg.apache.kafka.common.config.ConfigDef$Width;
1819:             1             32  [Lorg.apache.kafka.common.record.CompressionType;
1820:             1             32  [Lorg.apache.kafka.common.record.TimestampType;
1821:             1             32  [Lorg.apache.kafka.common.utils.AbstractIterator$State;
1822:             1             32  [Lorg.apache.spark.JobExecutionStatus;
1823:             1             32  [Lorg.apache.spark.streaming.StreamingContextState;
1824:             1             32  [Lorg.spark_project.guava.base.AbstractIterator$State;
1825:             1             32  [Lorg.spark_project.guava.cache.LocalCache$Strength;
1826:             1             32  [Lorg.spark_project.guava.collect.AbstractIterator$State;
1827:             1             32  [Lorg.spark_project.guava.collect.MapMakerInternalMap$Strength;
1828:             1             32  [Lorg.spark_project.jetty.http.HttpCompliance;
1829:             1             32  [Lorg.spark_project.jetty.http.HttpScheme;
1830:             1             32  [Lorg.spark_project.jetty.http.HttpVersion;
1831:             1             32  [Lorg.spark_project.jetty.io.ManagedSelector;
1832:             1             32  [Lorg.spark_project.jetty.server.Response$OutputType;
1833:             1             32  [Lorg.spark_project.jetty.server.handler.ContextHandler$Availability;
1834:             1             32  [Lorg.spark_project.jetty.servlet.BaseHolder$Source;
1835:             1             32  [Lorg.spark_project.jetty.util.IteratingCallback$Action;
1836:             1             32  [Lorg.spark_project.jetty.util.component.ContainerLifeCycle$Managed;
1837:             1             32  [Lsun.misc.FormattedFloatingDecimal$Form;
1838:             1             32  [Lsun.security.provider.NativePRNG$Variant;
1839:             1             32  [[Lorg.spark_project.guava.collect.MapMakerInternalMap$EntryFactory;
1840:             1             32  com.codahale.metrics.json.MetricsModule$MeterSerializer
1841:             2             32  com.fasterxml.jackson.databind.deser.BeanDeserializerFactory
1842:             1             32  com.fasterxml.jackson.databind.deser.impl.PropertyBasedCreator
1843:             2             32  com.fasterxml.jackson.databind.introspect.AnnotatedMethodMap
1844:             1             32  com.fasterxml.jackson.databind.introspect.VisibilityChecker$Std
1845:             2             32  com.fasterxml.jackson.databind.jsontype.impl.StdSubtypeResolver
1846:             2             32  com.fasterxml.jackson.databind.node.JsonNodeFactory
1847:             2             32  com.fasterxml.jackson.databind.ser.impl.PropertySerializerMap$Empty
1848:             1             32  com.fasterxml.jackson.databind.ser.std.NumberSerializers$DoubleSerializer
1849:             1             32  com.fasterxml.jackson.databind.ser.std.NumberSerializers$FloatSerializer
1850:             1             32  com.fasterxml.jackson.databind.ser.std.NumberSerializers$IntLikeSerializer
1851:             1             32  com.fasterxml.jackson.databind.ser.std.NumberSerializers$IntegerSerializer
1852:             1             32  com.fasterxml.jackson.databind.ser.std.NumberSerializers$LongSerializer
1853:             1             32  com.fasterxml.jackson.databind.ser.std.NumberSerializers$ShortSerializer
1854:             2             32  com.fasterxml.jackson.databind.type.TypeParser
1855:             2             32  com.fasterxml.jackson.databind.util.RootNameLookup
1856:             1             32  com.fasterxml.jackson.module.scala.deser.OptionDeserializer
1857:             2             32  com.sun.beans.WeakCache
1858:             1             32  com.sun.beans.finder.BeanInfoFinder
1859:             1             32  com.sun.jmx.mbeanserver.Repository
1860:             2             32  io.netty.bootstrap.AbstractBootstrap$BootstrapChannelFactory
1861:             1             32  io.netty.buffer.PoolThreadCache$MemoryRegionCache$1
1862:             1             32  io.netty.buffer.PooledHeapByteBuf$1
1863:             1             32  io.netty.buffer.PooledUnsafeDirectByteBuf$1
1864:             1             32  io.netty.buffer.PooledUnsafeHeapByteBuf$1
1865:             1             32  io.netty.channel.AbstractChannelHandlerContext$WriteAndFlushTask
1866:             1             32  io.netty.channel.AbstractChannelHandlerContext$WriteAndFlushTask$1
1867:             1             32  io.netty.channel.AdaptiveRecvByteBufAllocator$HandleImpl
1868:             2             32  io.netty.channel.ChannelMetadata
1869:             1             32  io.netty.channel.ChannelOutboundBuffer$Entry$1
1870:             1             32  io.netty.handler.codec.CodecOutputList$1
1871:             1             32  io.netty.util.Recycler$WeakOrderQueue$Link
1872:             2             32  io.netty.util.internal.logging.Slf4JLoggerFactory
1873:             1             32  java.beans.ThreadGroupContext
1874:             1             32  java.beans.ThreadGroupContext$1
1875:             1             32  java.io.UnixFileSystem
1876:             1             32  java.lang.ArithmeticException
1877:             1             32  java.lang.ArrayIndexOutOfBoundsException
1878:             1             32  java.lang.ClassCastException
1879:             2             32  java.lang.InheritableThreadLocal
1880:             1             32  java.lang.NullPointerException
1881:             2             32  java.lang.Shutdown$Lock
1882:             1             32  java.lang.UnsupportedOperationException
1883:             1             32  java.lang.reflect.WeakCache
1884:             1             32  java.lang.reflect.WeakCache$CacheKey
1885:             1             32  java.net.Inet6Address
1886:             1             32  java.net.Inet6Address$Inet6AddressHolder
1887:             2             32  java.nio.ByteOrder
1888:             1             32  java.nio.channels.NotYetConnectedException
1889:             1             32  java.security.AlgorithmParameters
1890:             1             32  java.text.DontCareFieldPosition
1891:             2             32  java.util.Collections$UnmodifiableMap$UnmodifiableEntrySet
1892:             1             32  java.util.JumboEnumSet
1893:             1             32  java.util.ServiceLoader
1894:             2             32  java.util.WeakHashMap$KeySet
1895:             1             32  java.util.concurrent.CancellationException
1896:             2             32  java.util.concurrent.ConcurrentHashMap$ValuesView
1897:             2             32  java.util.concurrent.CountDownLatch
1898:             1             32  java.util.concurrent.ThreadLocalRandom
1899:             1             32  java.util.concurrent.atomic.AtomicLongFieldUpdater$CASUpdater
1900:             1             32  java.util.logging.LogManager$SystemLoggerContext
1901:             2             32  java.util.regex.Pattern$CharPropertyNames$7
1902:             2             32  javassist.ClassClassPath
1903:             1             32  javax.security.auth.Subject
1904:             1             32  net.jpountz.xxhash.XXHashFactory
1905:             1             32  org.antlr.v4.runtime.atn.EmptyPredictionContext
1906:             2             32  org.antlr.v4.runtime.atn.PredictionContextCache
1907:             2             32  org.apache.commons.collections.map.UnmodifiableMap
1908:             2             32  org.apache.commons.lang3.text.translate.UnicodeUnpairedSurrogateRemover
1909:             1             32  org.apache.hadoop.fs.FileSystem$Statistics
1910:             1             32  org.apache.hadoop.io.Text$Comparator
1911:             1             32  org.apache.hadoop.metrics2.impl.MetricsSystemImpl$1
1912:             1             32  org.apache.hadoop.metrics2.lib.MetricsSourceBuilder
1913:             2             32  org.apache.hadoop.metrics2.lib.UniqueNames
1914:             2             32  org.apache.hadoop.security.Groups$TimerToTickerAdapter
1915:             1             32  org.apache.hadoop.security.UserGroupInformation$UgiMetrics
1916:             1             32  org.apache.ivy.util.DefaultMessageLogger
1917:             1             32  org.apache.kafka.clients.consumer.internals.RequestFuture
1918:             1             32  org.apache.kafka.common.errors.BrokerNotAvailableException
1919:             1             32  org.apache.kafka.common.errors.ClusterAuthorizationException
1920:             1             32  org.apache.kafka.common.errors.ControllerMovedException
1921:             1             32  org.apache.kafka.common.errors.CorruptRecordException
1922:             1             32  org.apache.kafka.common.errors.DisconnectException
1923:             1             32  org.apache.kafka.common.errors.GroupLoadInProgressException
1924:             1             32  org.apache.kafka.common.errors.IllegalGenerationException
1925:             1             32  org.apache.kafka.common.errors.IllegalSaslStateException
1926:             1             32  org.apache.kafka.common.errors.InconsistentGroupProtocolException
1927:             1             32  org.apache.kafka.common.errors.InvalidCommitOffsetSizeException
1928:             1             32  org.apache.kafka.common.errors.InvalidFetchSizeException
1929:             1             32  org.apache.kafka.common.errors.InvalidGroupIdException
1930:             1             32  org.apache.kafka.common.errors.InvalidRequiredAcksException
1931:             1             32  org.apache.kafka.common.errors.InvalidSessionTimeoutException
1932:             1             32  org.apache.kafka.common.errors.InvalidTimestampException
1933:             1             32  org.apache.kafka.common.errors.InvalidTopicException
1934:             1             32  org.apache.kafka.common.errors.LeaderNotAvailableException
1935:             1             32  org.apache.kafka.common.errors.NetworkException
1936:             1             32  org.apache.kafka.common.errors.NotCoordinatorForGroupException
1937:             1             32  org.apache.kafka.common.errors.NotEnoughReplicasAfterAppendException
1938:             1             32  org.apache.kafka.common.errors.NotEnoughReplicasException
1939:             1             32  org.apache.kafka.common.errors.NotLeaderForPartitionException
1940:             1             32  org.apache.kafka.common.errors.OffsetMetadataTooLarge
1941:             1             32  org.apache.kafka.common.errors.OffsetOutOfRangeException
1942:             1             32  org.apache.kafka.common.errors.RebalanceInProgressException
1943:             1             32  org.apache.kafka.common.errors.RecordBatchTooLargeException
1944:             1             32  org.apache.kafka.common.errors.ReplicaNotAvailableException
1945:             1             32  org.apache.kafka.common.errors.TimeoutException
1946:             1             32  org.apache.kafka.common.errors.UnknownMemberIdException
1947:             1             32  org.apache.kafka.common.errors.UnknownServerException
1948:             1             32  org.apache.kafka.common.errors.UnknownTopicOrPartitionException
1949:             1             32  org.apache.kafka.common.errors.UnsupportedSaslMechanismException
1950:             1             32  org.apache.kafka.common.errors.UnsupportedVersionException
1951:             1             32  org.apache.log4j.PatternLayout
1952:             1             32  org.apache.log4j.helpers.QuietWriter
1953:             1             32  org.apache.spark.MapOutputTracker$
1954:             1             32  org.apache.spark.SparkConf$
1955:             1             32  org.apache.spark.SparkEnv$
1956:             1             32  org.apache.spark.SparkException
1957:             1             32  org.apache.spark.SparkMasterRegex$
1958:             2             32  org.apache.spark.TaskContext$$anon$1
1959:             1             32  org.apache.spark.deploy.SparkHadoopUtil
1960:             2             32  org.apache.spark.executor.ExecutorSource$$anonfun$1$$anonfun$apply$1
1961:             2             32  org.apache.spark.executor.ExecutorSource$$anonfun$1$$anonfun$apply$2
1962:             2             32  org.apache.spark.executor.ExecutorSource$$anonfun$1$$anonfun$apply$3
1963:             2             32  org.apache.spark.executor.ExecutorSource$$anonfun$1$$anonfun$apply$4
1964:             2             32  org.apache.spark.executor.ExecutorSource$$anonfun$1$$anonfun$apply$5
1965:             2             32  org.apache.spark.internal.config.ConfigBuilder$$anonfun$regexConf$1
1966:             2             32  org.apache.spark.internal.config.ConfigBuilder$$anonfun$regexConf$2
1967:             2             32  org.apache.spark.internal.config.EnvProvider
1968:             1             32  org.apache.spark.io.CompressionCodec$
1969:             1             32  org.apache.spark.metrics.MetricsSystem$
1970:             1             32  org.apache.spark.network.client.TransportClient
1971:             1             32  org.apache.spark.network.netty.NettyBlockRpcServer
1972:             1             32  org.apache.spark.rpc.netty.NettyRpcHandler
1973:             1             32  org.apache.spark.rpc.netty.NettyStreamManager
1974:             1             32  org.apache.spark.scheduler.DAGSchedulerSource
1975:             1             32  org.apache.spark.scheduler.LiveListenerBus$
1976:             1             32  org.apache.spark.scheduler.SparkListenerExecutorAdded
1977:             1             32  org.apache.spark.scheduler.local.LocalSchedulerBackend$$anon$1
1978:             1             32  org.apache.spark.shuffle.IndexShuffleBlockResolver
1979:             1             32  org.apache.spark.shuffle.sort.SortShuffleManager
1980:             1             32  org.apache.spark.sql.SparkSession$
1981:             1             32  org.apache.spark.sql.catalyst.analysis.Analyzer$ExtractGenerator$
1982:             1             32  org.apache.spark.sql.catalyst.analysis.DecimalPrecision$
1983:             1             32  org.apache.spark.sql.catalyst.analysis.ResolveHints$ResolveBroadcastHints
1984:             1             32  org.apache.spark.sql.catalyst.analysis.ResolveTimeZone
1985:             2             32  org.apache.spark.sql.catalyst.analysis.SimpleFunctionRegistry
1986:             1             32  org.apache.spark.sql.catalyst.analysis.TimeWindowing$
1987:             1             32  org.apache.spark.sql.catalyst.analysis.TypeCoercion$
1988:             1             32  org.apache.spark.sql.catalyst.analysis.TypeCoercion$BooleanEquality$
1989:             1             32  org.apache.spark.sql.catalyst.catalog.CatalogDatabase
1990:             1             32  org.apache.spark.sql.catalyst.catalog.InMemoryCatalog
1991:             1             32  org.apache.spark.sql.catalyst.catalog.InMemoryCatalog$DatabaseDesc
1992:             1             32  org.apache.spark.sql.catalyst.expressions.codegen.package$ExpressionCanonicalizer$
1993:             2             32  org.apache.spark.sql.catalyst.util.StringKeyHashMap$$anonfun$apply$2
1994:             1             32  org.apache.spark.sql.execution.streaming.StreamingQueryListenerBus
1995:             1             32  org.apache.spark.sql.execution.ui.AllExecutionsPage
1996:             1             32  org.apache.spark.sql.execution.ui.ExecutionPage
1997:             1             32  org.apache.spark.sql.types.ByteType$
1998:             1             32  org.apache.spark.sql.types.IntegerType$
1999:             1             32  org.apache.spark.sql.types.LongType$
2000:             1             32  org.apache.spark.sql.types.ShortType$
2001:             2             32  org.apache.spark.sql.types.TypeCollection
2002:             1             32  org.apache.spark.storage.BlockInfo$
2003:             1             32  org.apache.spark.storage.BlockInfoManager
2004:             1             32  org.apache.spark.storage.BlockManagerId
2005:             1             32  org.apache.spark.storage.BlockManagerMaster
2006:             1             32  org.apache.spark.streaming.ContextWaiter
2007:             1             32  org.apache.spark.streaming.StreamingContext$
2008:             1             32  org.apache.spark.streaming.kafka010.Subscribe
2009:             1             32  org.apache.spark.streaming.scheduler.StreamingListenerBus
2010:             1             32  org.apache.spark.streaming.ui.BatchPage
2011:             1             32  org.apache.spark.streaming.ui.StreamingPage
2012:             1             32  org.apache.spark.ui.ServerInfo
2013:             1             32  org.apache.spark.ui.SparkUI$
2014:             1             32  org.apache.spark.ui.env.EnvironmentListener
2015:             1             32  org.apache.spark.ui.jobs.AllJobsPage
2016:             1             32  org.apache.spark.ui.jobs.AllStagesPage
2017:             1             32  org.apache.spark.ui.jobs.JobPage
2018:             1             32  org.apache.spark.ui.jobs.PoolPage
2019:             1             32  org.apache.spark.ui.jobs.UIData$InputMetricsUIData
2020:             1             32  org.apache.spark.ui.jobs.UIData$OutputMetricsUIData
2021:             1             32  org.apache.xerces.impl.XMLEntityScanner$1
2022:             2             32  org.apache.xerces.impl.dv.dtd.ENTITYDatatypeValidator
2023:             1             32  org.apache.xerces.parsers.AbstractDOMParser$1
2024:             2             32  org.spark_project.guava.base.Joiner
2025:             2             32  org.spark_project.guava.cache.LocalCache$LocalLoadingCache
2026:             1             32  org.spark_project.guava.collect.ConcurrentHashMultiset
2027:             2             32  org.spark_project.guava.collect.Interners$WeakInterner
2028:             2             32  org.spark_project.guava.hash.Murmur3_128HashFunction
2029:             2             32  org.spark_project.guava.hash.Murmur3_32HashFunction
2030:             1             32  org.spark_project.jetty.io.ArrayByteBufferPool
2031:             1             32  org.spark_project.jetty.server.ShutdownMonitor
2032:             1             32  org.spark_project.jetty.util.SharedBlockingCallback$1
2033:             1             32  org.spark_project.jetty.util.SharedBlockingCallback$2
2034:             1             32  org.spark_project.jetty.util.SharedBlockingCallback$3
2035:             1             32  scala.collection.immutable.Map$WithDefault
2036:             1             32  scala.collection.immutable.Vector$
2037:             2             32  scala.collection.mutable.Map$$anonfun$withDefaultValue$1
2038:             1             32  scala.concurrent.impl.Promise$CompletionLatch
2039:             1             32  scala.io.Codec$
2040:             2             32  scala.io.Codec$$anonfun$1
2041:             1             32  scala.math.BigInt$
2042:             2             32  scala.math.Ordering$DoubleOrdering$$anon$2
2043:             1             32  scala.math.package$
2044:             1             32  scala.reflect.ManifestFactory$$anon$1
2045:             1             32  scala.reflect.ManifestFactory$$anon$2
2046:             1             32  scala.reflect.ManifestFactory$$anon$3
2047:             1             32  scala.reflect.ManifestFactory$$anon$4
2048:             1             32  scala.reflect.ManifestFactory$$anon$5
2049:             1             32  scala.reflect.internal.JavaAccFlags$
2050:             1             32  scala.reflect.internal.Kinds$Kind$
2051:             1             32  scala.reflect.internal.Kinds$KindErrors
2052:             1             32  scala.reflect.internal.NoPhase$
2053:             1             32  scala.reflect.internal.SomePhase$
2054:             1             32  scala.reflect.internal.StdNames$compactify$
2055:             1             32  scala.reflect.internal.SymbolTable$$anon$2
2056:             1             32  scala.reflect.internal.Symbols$SymbolOps
2057:             1             32  scala.reflect.internal.Trees$Duplicator
2058:             1             32  scala.reflect.internal.Trees$EmptyTree$
2059:             1             32  scala.reflect.internal.Trees$ImportSelector
2060:             1             32  scala.reflect.internal.Trees$TreeTypeSubstituter
2061:             1             32  scala.reflect.internal.Types$UnmappableTree$
2062:             1             32  scala.reflect.internal.Variance$
2063:             1             32  scala.reflect.internal.tpe.TypeMaps$ErroneousCollector$
2064:             1             32  scala.reflect.internal.tpe.TypeMaps$IsDependentCollector$
2065:             1             32  scala.reflect.internal.transform.Erasure$boxingErasure$
2066:             1             32  scala.reflect.internal.transform.Erasure$javaErasure$
2067:             1             32  scala.reflect.internal.transform.Erasure$scalaErasure$
2068:             1             32  scala.reflect.internal.transform.Erasure$specialScalaErasure$
2069:             1             32  scala.reflect.internal.transform.Erasure$verifiedJavaErasure$
2070:             1             32  scala.reflect.internal.transform.PostErasure$elimErasedValueType$
2071:             1             32  scala.reflect.internal.transform.Transforms$$anonfun$2$$anon$3
2072:             1             32  scala.reflect.internal.transform.UnCurry$$anon$1
2073:             1             32  scala.reflect.internal.transform.UnCurry$$anon$2
2074:             1             32  scala.reflect.internal.util.Statistics$View
2075:             2             32  scala.reflect.runtime.JavaMirrors$JavaMirror$JavaAnnotationProxy$
2076:             1             32  scala.reflect.runtime.JavaUniverse$$anon$1
2077:             2             32  scala.runtime.ObjectRef
2078:             2             32  scala.util.Success
2079:             1             32  sun.management.MappedMXBeanType$EnumMXBeanType
2080:             1             32  sun.management.MappedMXBeanType$InProgress
2081:             1             32  sun.misc.HexDumpEncoder
2082:             2             32  sun.net.www.protocol.file.Handler
2083:             2             32  sun.nio.ch.SocketDispatcher
2084:             1             32  sun.nio.cs.StandardCharsets
2085:             1             32  sun.nio.fs.LinuxFileSystem
2086:             1             32  sun.nio.fs.UnixPath
2087:             2             32  sun.reflect.generics.tree.TypeVariableSignature
2088:             2             32  sun.security.provider.NativePRNG
2089:             1             32  sun.security.provider.SecureRandom
2090:             2             32  sun.security.util.AlgorithmDecomposer
2091:             2             32  sun.security.util.DisabledAlgorithmConstraints$Constraints
2092:             1             32  sun.util.locale.provider.LocaleResources
2093:             1             24  [Ljava.io.File$PathStatus;
2094:             1             24  [Ljava.lang.ClassValue$Entry;
2095:             1             24  [Ljava.net.InetAddress$Cache$Type;
2096:             1             24  [Ljava.net.InetSocketAddress;
2097:             1             24  [Ljava.net.InterfaceAddress;
2098:             1             24  [Ljava.net.StandardProtocolFamily;
2099:             1             24  [Ljava.util.Formatter$BigDecimalLayoutForm;
2100:             1             24  [Ljava.util.Locale$Category;
2101:             1             24  [Ljavax.security.auth.login.LoginContext$ModuleInfo;
2102:             1             24  [Lorg.antlr.v4.runtime.atn.ATNType;
2103:             1             24  [Lorg.apache.hadoop.metrics2.lib.DefaultMetricsFactory;
2104:             1             24  [Lorg.apache.hadoop.metrics2.lib.DefaultMetricsSystem;
2105:             1             24  [Lorg.apache.hadoop.metrics2.lib.Interns$Info;
2106:             1             24  [Lorg.apache.hadoop.metrics2.lib.Interns$Tags;
2107:             1             24  [Lorg.apache.kafka.common.network.LoginType;
2108:             1             24  [Lorg.apache.kafka.common.network.Mode;
2109:             1             24  [Lorg.apache.spark.memory.MemoryMode;
2110:             1             24  [Lorg.apache.spark.network.client.TransportClient;
2111:             1             24  [Lorg.spark_project.guava.cache.CacheBuilder$NullListener;
2112:             1             24  [Lorg.spark_project.guava.cache.CacheBuilder$OneWeigher;
2113:             1             24  [Lorg.spark_project.guava.cache.LocalCache$NullEntry;
2114:             1             24  [Lorg.spark_project.guava.collect.GenericMapMaker$NullListener;
2115:             1             24  [Lorg.spark_project.guava.collect.Interners$WeakInterner$Dummy;
2116:             1             24  [Lorg.spark_project.guava.hash.Hashing$ChecksumType;
2117:             1             24  [Lorg.spark_project.jetty.http.HttpFieldPreEncoder;
2118:             1             24  [Lscala.reflect.internal.Phase;
2119:             1             24  [Lsun.launcher.LauncherHelper;
2120:             1             24  [[Ljava.io.File;
2121:             1             24  com.codahale.metrics.json.MetricsModule$HistogramSerializer
2122:             1             24  com.codahale.metrics.json.MetricsModule$MetricRegistrySerializer
2123:             1             24  com.fasterxml.jackson.annotation.JsonFormat$Features
2124:             1             24  com.fasterxml.jackson.core.util.DefaultIndenter
2125:             1             24  com.fasterxml.jackson.databind.cfg.ContextAttributes$Impl
2126:             1             24  com.fasterxml.jackson.databind.deser.impl.FailingDeserializer
2127:             1             24  com.fasterxml.jackson.databind.module.SimpleSerializers
2128:             1             24  com.fasterxml.jackson.databind.ser.impl.FailingSerializer
2129:             1             24  com.fasterxml.jackson.databind.ser.impl.PropertySerializerMap$Single
2130:             1             24  com.fasterxml.jackson.databind.ser.impl.ReadOnlyClassToSerializerMap
2131:             1             24  com.fasterxml.jackson.databind.ser.std.CalendarSerializer
2132:             1             24  com.fasterxml.jackson.databind.ser.std.DateSerializer
