
 num     #instances         #bytes  class name
 996:             8            192  org.spark_project.jetty.server.HttpChannelState$Async
 997:             8            192  org.spark_project.jetty.server.HttpChannelState$State
 998:             6            192  scala.reflect.internal.Types$JavaMethodType
 999:             2            192  sun.security.provider.Sun
1000:             1            184  org.apache.spark.sql.internal.BaseSessionStateBuilder$$anon$1
1001:             5            176  [F
1002:             2            176  com.fasterxml.jackson.databind.ser.BeanPropertyWriter
1003:             2            176  io.netty.buffer.PooledUnsafeDirectByteBuf
1004:            11            176  java.util.concurrent.locks.ReentrantReadWriteLock$ReadLock
1005:            11            176  java.util.concurrent.locks.ReentrantReadWriteLock$Sync$ThreadLocalHoldCounter
1006:            11            176  java.util.concurrent.locks.ReentrantReadWriteLock$WriteLock
1007:             2            176  org.apache.spark.sql.catalyst.plans.logical.Aggregate
1008:             2            176  org.apache.spark.util.MutableURLClassLoader
1009:             1            168  [Lorg.apache.kafka.common.protocol.Errors;
1010:             1            168  [[Ljava.math.BigInteger;
1011:             3            168  com.fasterxml.jackson.core.sym.CharsToNameCanonicalizer
1012:             7            168  com.sun.management.VMOption$Origin
1013:             7            168  io.netty.util.Recycler$2
1014:             7            168  java.net.NetPermission
1015:             3            168  javax.management.openmbean.OpenMBeanOperationInfoSupport
1016:             1            168  org.apache.spark.SparkContext
1017:             7            168  org.apache.spark.internal.config.TypedConfigBuilder$$anonfun$checkValue$1
1018:             7            168  org.spark_project.guava.collect.RegularImmutableMap$NonTerminalEntry
1019:             7            168  org.spark_project.jetty.http.HttpGenerator$Result
1020:             7            168  org.spark_project.jetty.server.HttpOutput$OutputState
1021:             7            168  org.spark_project.jetty.util.IteratingCallback$State
1022:             8            160  [Ljava.security.CodeSigner;
1023:             5            160  [Lorg.spark_project.guava.collect.MapMakerInternalMap$Segment;
1024:             1            160  [Lorg.spark_project.jetty.server.Handler;
1025:             4            160  com.fasterxml.jackson.core.Base64Variant
1026:             4            160  com.fasterxml.jackson.core.Version
1027:             2            160  io.netty.buffer.PooledUnsafeHeapByteBuf
1028:             5            160  io.netty.channel.nio.NioEventLoopGroup
1029:             5            160  java.nio.channels.ClosedChannelException
1030:            10            160  java.util.Formatter$Flags
1031:             5            160  java.util.concurrent.SynchronousQueue
1032:             5            160  java.util.regex.Pattern$3
1033:             5            160  javax.management.StandardEmitterMBean
1034:             5            160  org.apache.hadoop.security.SaslRpcServer$AuthMethod
1035:             5            160  org.apache.kafka.clients.consumer.internals.Fetcher$PartitionRecords
1036:             5            160  org.apache.kafka.common.protocol.SecurityProtocol
1037:             2            160  org.apache.spark.sql.catalyst.plans.logical.Filter
1038:             2            160  org.apache.spark.sql.catalyst.plans.logical.SerializeFromObject
1039:             2            160  org.apache.spark.sql.execution.ExternalRDD
1040:             4            160  org.spark_project.jetty.http.HttpVersion
1041:             1            160  org.spark_project.jetty.server.ServerConnector
1042:             4            160  org.spark_project.jetty.util.thread.strategy.ExecuteProduceConsume
1043:            10            160  sun.nio.ch.Util$3
1044:             4            160  sun.nio.cs.UTF_8$Decoder
1045:             5            160  sun.reflect.UnsafeObjectFieldAccessorImpl
1046:             5            160  sun.util.locale.provider.LocaleProviderAdapter$Type
1047:             2            144  [Ljava.math.BigDecimal;
1048:             1            144  [Lscala.concurrent.forkjoin.ForkJoinTask$ExceptionNode;
1049:             9            144  com.codahale.metrics.Counter
1050:             6            144  com.fasterxml.jackson.annotation.JsonAutoDetect$Visibility
1051:             6            144  com.fasterxml.jackson.annotation.JsonInclude$Include
1052:             6            144  com.fasterxml.jackson.core.JsonParser$NumberType
1053:             2            144  com.fasterxml.jackson.core.sym.BytesToNameCanonicalizer
1054:             2            144  com.fasterxml.jackson.databind.SerializationConfig
1055:             2            144  com.fasterxml.jackson.databind.deser.DefaultDeserializationContext$Impl
1056:             3            144  com.fasterxml.jackson.databind.introspect.POJOPropertyBuilder
1057:             2            144  com.fasterxml.jackson.databind.ser.DefaultSerializerProvider$Impl
1058:             2            144  io.netty.buffer.PoolThreadCache
1059:             6            144  io.netty.buffer.PooledByteBufAllocator$PoolThreadLocalCache
1060:             2            144  io.netty.channel.DefaultChannelHandlerContext
1061:             6            144  io.netty.channel.VoidChannelPromise
1062:             2            144  io.netty.channel.socket.nio.NioServerSocketChannel$NioServerSocketChannelConfig
1063:             6            144  io.netty.handler.timeout.IdleStateEvent
1064:             6            144  java.util.regex.Pattern$CharPropertyNames$2
1065:             6            144  java.util.regex.Pattern$SingleI
1066:             6            144  javax.security.auth.login.AppConfigurationEntry
1067:             9            144  org.antlr.v4.runtime.atn.WildcardTransition
1068:             6            144  org.apache.commons.lang3.text.translate.NumericEntityEscaper
1069:             6            144  org.apache.hadoop.util.Shell$OSType
1070:             6            144  org.apache.kafka.clients.ClusterConnectionStates
1071:             6            144  org.apache.kafka.clients.InFlightRequests
1072:             6            144  org.apache.kafka.clients.consumer.internals.AbstractCoordinator$GroupCoordinatorMetrics$1
1073:             6            144  org.apache.kafka.clients.consumer.internals.AbstractCoordinator$HeartbeatTask
1074:             6            144  org.apache.kafka.clients.consumer.internals.ConsumerCoordinator$ConsumerCoordinatorMetrics$1
1075:             6            144  org.apache.kafka.common.metrics.JmxReporter
1076:             6            144  org.apache.kafka.common.network.PlaintextChannelBuilder
1077:             3            144  org.apache.spark.network.client.TransportClientFactory
1078:             6            144  org.spark_project.jetty.http.pathmap.PathSpecGroup
1079:             9            144  org.spark_project.jetty.util.thread.Locker$Lock
1080:             6            144  scala.reflect.internal.StdNames$KeywordSetBuilder
1081:             6            144  scala.reflect.internal.Types$ExistentialType
1082:             6            144  scala.reflect.internal.Types$UniqueConstantType
1083:             6            144  sun.misc.PerfCounter
1084:             3            144  sun.nio.ch.IOVecWrapper
1085:             3            144  sun.nio.cs.StreamEncoder
1086:             6            144  sun.security.util.DisabledAlgorithmConstraints$Constraint$Operator
1087:             1            136  [Ljava.time.temporal.ChronoField;
1088:             1            136  org.apache.spark.scheduler.TaskSchedulerImpl
1089:             1            136  org.apache.spark.storage.BlockManager
1090:             4            128  [Lorg.spark_project.guava.cache.LocalCache$Segment;
1091:             4            128  [Lorg.spark_project.guava.collect.MapMakerInternalMap$EntryFactory;
1092:             4            128  com.fasterxml.jackson.core.io.SerializedString
1093:             2            128  com.fasterxml.jackson.core.sym.ByteQuadsCanonicalizer
1094:             2            128  com.fasterxml.jackson.databind.DeserializationConfig
1095:             2            128  com.fasterxml.jackson.databind.ObjectMapper
1096:             4            128  com.fasterxml.jackson.databind.ser.SerializerCache$TypeKey
1097:             4            128  com.fasterxml.jackson.databind.ser.impl.ReadOnlyClassToSerializerMap$Bucket
1098:             4            128  com.sun.jmx.mbeanserver.DefaultMXBeanMappingFactory$ArrayMapping
1099:             2            128  io.netty.channel.ChannelOutboundBuffer
1100:             2            128  io.netty.channel.ChannelOutboundBuffer$Entry
1101:             2            128  java.io.ExpiringCache$1
1102:             8            128  java.lang.Boolean
1103:             4            128  java.lang.UNIXProcess$Platform
1104:             2            128  java.security.SecureRandom
1105:             4            128  java.util.UUID
1106:             4            128  java.util.concurrent.atomic.AtomicReferenceFieldUpdater$AtomicReferenceFieldUpdaterImpl
1107:             8            128  java.util.regex.Pattern$CharPropertyNames$3
1108:             4            128  net.jpountz.util.Native$OS
1109:             2            128  org.apache.hadoop.metrics2.lib.Interns$CacheWith2Keys$1
1110:             4            128  org.apache.kafka.common.record.CompressionType
1111:             4            128  org.apache.log4j.helpers.PatternParser$LiteralPatternConverter
1112:             8            128  org.apache.spark.MapOutputTrackerMaster$MessageLoop
1113:             8            128  org.apache.spark.internal.config.ConfigBuilder$$anonfun$longConf$1
1114:             8            128  org.apache.spark.rpc.netty.Dispatcher$MessageLoop
1115:             4            128  org.apache.spark.storage.BlockStatus
1116:             1            128  org.apache.spark.ui.SparkUI
1117:             1            128  org.apache.spark.ui.jobs.JobProgressListener
1118:             8            128  org.spark_project.guava.cache.LocalCache$AccessQueue
1119:             8            128  org.spark_project.guava.cache.LocalCache$WriteQueue
1120:             4            128  org.spark_project.guava.hash.MessageDigestHashFunction
1121:             4            128  org.spark_project.jetty.http.HttpScheme
1122:             4            128  scala.reflect.internal.Definitions$DefinitionsClass$VarArityClass
1123:             4            128  scala.reflect.internal.transform.Transforms$Lazy
1124:             3            120  com.fasterxml.jackson.module.scala.introspect.PropertyDescriptor
1125:             5            120  com.sun.jmx.mbeanserver.StandardMBeanSupport
1126:             3            120  io.netty.channel.AbstractChannel$CloseFuture
1127:             3            120  io.netty.channel.DefaultChannelPipeline
1128:             3            120  java.lang.invoke.BoundMethodHandle$Species_LL
1129:             5            120  java.math.MathContext
1130:             5            120  java.util.Collections$UnmodifiableCollection$1
1131:             3            120  java.util.concurrent.LinkedBlockingDeque
1132:             5            120  java.util.stream.StreamOpFlag$Type
1133:             5            120  javax.servlet.DispatcherType
1134:             5            120  org.antlr.v4.runtime.atn.NotSetTransition
1135:             3            120  org.apache.kafka.clients.ClientRequest
1136:             5            120  org.apache.kafka.common.network.Selector$SelectorMetrics$1
1137:             3            120  org.apache.kafka.common.requests.RequestSend
1138:             5            120  org.apache.spark.SparkConf$DeprecatedConfig
1139:             1            120  org.apache.spark.executor.Executor
1140:             3            120  org.apache.spark.internal.config.FallbackConfigEntry
1141:             1            120  org.apache.spark.scheduler.DAGScheduler
1142:             5            120  org.apache.spark.storage.BroadcastBlockId
1143:             3            120  org.apache.spark.streaming.dstream.DStreamCheckpointData
1144:             5            120  org.apache.spark.streaming.kafka010.CachedKafkaConsumer$CacheKey
1145:             1            120  org.apache.spark.streaming.kafka010.DirectKafkaInputDStream
1146:             5            120  org.apache.spark.util.SystemClock
1147:             5            120  org.spark_project.jetty.http.HttpGenerator$State
1148:             5            120  org.spark_project.jetty.http.HttpTokens$EndOfContent
1149:             3            120  org.spark_project.jetty.http.MetaData$Response
1150:             5            120  org.spark_project.jetty.io.WriteFlusher$StateType
1151:             5            120  org.spark_project.jetty.server.Response$EncodingFrom
1152:             5            120  org.spark_project.jetty.server.handler.gzip.GzipHttpOutputInterceptor$GZState
1153:             5            120  scala.collection.convert.Wrappers$JConcurrentMapWrapper
1154:             1            120  scala.package$
1155:             1            120  scala.reflect.internal.StdNames$$anon$1
1156:             3            120  scala.reflect.internal.Trees$Apply
1157:             5            120  scala.reflect.runtime.ThreadLocalStorage$MyThreadLocalStorage
1158:             5            120  scala.util.DynamicVariable
1159:             5            120  scala.util.DynamicVariable$$anon$1
1160:             5            120  sun.misc.FloatingDecimal$PreparedASCIIToBinaryBuffer
1161:             5            120  sun.misc.JarIndex
1162:             5            120  sun.nio.ch.Util$BufferCache
1163:             5            120  sun.security.jca.ServiceId
1164:             2            112  [Ljava.lang.invoke.MethodType;
1165:             2            112  [Ljava.security.CryptoPrimitive;
1166:             1            112  [Ljava.time.LocalTime;
1167:             2            112  com.fasterxml.jackson.databind.MappingJsonFactory
1168:             2            112  io.netty.bootstrap.ServerBootstrap
1169:             1            112  io.netty.channel.socket.nio.NioSocketChannel
1170:             2            112  org.antlr.v4.runtime.atn.ATN
1171:             1            112  org.apache.hadoop.metrics2.impl.MetricsSystemImpl
1172:             2            112  org.apache.spark.memory.StorageMemoryPool
1173:             2            112  org.apache.spark.sql.catalyst.analysis.UnresolvedFunction
1174:             2            112  org.apache.spark.sql.catalyst.encoders.ExpressionEncoder
1175:             2            112  org.apache.spark.sql.execution.QueryExecution
1176:             1            112  org.apache.spark.ui.exec.ExecutorTaskSummary
1177:             1            112  org.spark_project.jetty.util.thread.QueuedThreadPool
1178:             1            112  scala.reflect.internal.Definitions$DefinitionsClass$NothingClass$
1179:             1            112  scala.reflect.internal.Definitions$DefinitionsClass$NullClass$
1180:             7            112  scala.xml.Atom
1181:             2            112  sun.security.provider.MD5
1182:             2            112  sun.security.provider.SHA
1183:             4            104  [Ljavax.security.auth.login.AppConfigurationEntry;
1184:             1            104  org.apache.spark.MapOutputTrackerMaster
1185:             1            104  org.spark_project.jetty.server.Server
1186:             1            104  org.spark_project.jetty.server.ServerConnector$ServerConnectorManager
1187:             3             96  [Lcom.fasterxml.jackson.databind.deser.Deserializers;
1188:             3             96  [Lcom.fasterxml.jackson.databind.deser.SettableBeanProperty;
1189:             2             96  [Lcom.sun.management.VMOption$Origin;
1190:             4             96  [Lorg.antlr.v4.runtime.dfa.DFAState$PredPrediction;
1191:             2             96  [Lorg.apache.hadoop.security.UserGroupInformation$AuthenticationMethod;
1192:             2             96  [Lorg.spark_project.guava.cache.LocalCache$EntryFactory;
1193:             1             96  [Lorg.spark_project.jetty.http.HttpField;
1194:             1             96  [[J
1195:             4             96  com.codahale.metrics.Timer
1196:             4             96  com.fasterxml.jackson.annotation.JsonProperty$Access
1197:             4             96  com.fasterxml.jackson.core.JsonFactory$Feature
1198:             2             96  com.fasterxml.jackson.core.sym.BytesToNameCanonicalizer$TableInfo
1199:             3             96  com.fasterxml.jackson.databind.PropertyMetadata
1200:             4             96  com.fasterxml.jackson.databind.introspect.AnnotationIntrospectorPair
1201:             6             96  com.fasterxml.jackson.module.scala.JacksonModule$$anonfun$$plus$eq$3
1202:             3             96  com.sun.jmx.mbeanserver.DefaultMXBeanMappingFactory$EnumMapping
1203:             2             96  com.sun.jmx.mbeanserver.MBeanIntrospector$MBeanInfoMap
1204:             2             96  com.sun.jmx.mbeanserver.MBeanIntrospector$PerInterfaceMap
1205:             2             96  io.netty.bootstrap.AbstractBootstrap$PendingRegistrationPromise
1206:             4             96  io.netty.util.ResourceLeakDetector$Level
1207:             2             96  java.lang.ThreadGroup
1208:             4             96  java.text.Normalizer$Form
1209:             4             96  java.util.concurrent.Executors$RunnableAdapter
1210:             4             96  java.util.stream.StreamShape
1211:             2             96  javax.management.openmbean.TabularType
1212:             3             96  org.antlr.v4.runtime.VocabularyImpl
1213:             3             96  org.antlr.v4.runtime.atn.PredicateTransition
1214:             4             96  org.antlr.v4.runtime.dfa.DFAState$PredPrediction
1215:             3             96  org.apache.commons.logging.impl.WeakHashtable$WeakKey
1216:             4             96  org.apache.hadoop.metrics2.annotation.Metric$Type
1217:             6             96  org.apache.kafka.clients.consumer.RangeAssignor
1218:             6             96  org.apache.kafka.clients.consumer.internals.ConsumerCoordinator$1
1219:             6             96  org.apache.kafka.clients.consumer.internals.ConsumerCoordinator$DefaultOffsetCommitCallback
1220:             6             96  org.apache.kafka.clients.consumer.internals.ConsumerCoordinator$MetadataSnapshot
1221:             3             96  org.apache.kafka.clients.consumer.internals.ConsumerNetworkClient$RequestFutureCompletionHandler
1222:             6             96  org.apache.kafka.clients.consumer.internals.DelayedTaskQueue
1223:             4             96  org.apache.kafka.clients.consumer.internals.SubscriptionState$SubscriptionType
1224:             4             96  org.apache.kafka.common.config.ConfigDef$Width
1225:             6             96  org.apache.kafka.common.metrics.Metrics$2
1226:             3             96  org.apache.kafka.common.record.TimestampType
1227:             3             96  org.apache.kafka.common.requests.RequestHeader
1228:             6             96  org.apache.kafka.common.security.auth.DefaultPrincipalBuilder
1229:             4             96  org.apache.kafka.common.utils.AbstractIterator$State
1230:             6             96  org.apache.kafka.common.utils.SystemTime
1231:             4             96  org.apache.spark.JobExecutionStatus
1232:             6             96  org.apache.spark.internal.config.ConfigBuilder$$anonfun$timeConf$1
1233:             6             96  org.apache.spark.internal.config.ConfigBuilder$$anonfun$timeConf$2
1234:             4             96  org.apache.spark.internal.config.TypedConfigBuilder$$anonfun$checkValues$1
1235:             2             96  org.apache.spark.sql.Dataset
1236:             1             96  org.apache.spark.streaming.StreamingContext
1237:             3             96  org.apache.spark.ui.JettyUtils$$anon$4
1238:             1             96  org.apache.spark.ui.ToolTips$
1239:             4             96  org.apache.spark.util.SparkShutdownHook
1240:             3             96  org.apache.xerces.xni.QName
1241:             4             96  org.spark_project.guava.base.AbstractIterator$State
1242:             4             96  org.spark_project.guava.collect.AbstractIterator$State
1243:             4             96  org.spark_project.jetty.http.HttpParser$CharState
1244:             4             96  org.spark_project.jetty.io.ManagedSelector$SelectorProducer
1245:             4             96  org.spark_project.jetty.server.handler.ContextHandler$Availability
1246:             4             96  org.spark_project.jetty.servlet.BaseHolder$Source
1247:             4             96  org.spark_project.jetty.util.component.ContainerLifeCycle$Managed
1248:             4             96  scala.Enumeration$ValueSet
1249:             4             96  scala.PartialFunction$OrElse
1250:             3             96  scala.collection.immutable.RedBlackTree$BlackTree
1251:             4             96  scala.collection.mutable.PriorityQueue
1252:             4             96  scala.collection.mutable.PriorityQueue$ResizableArrayAccess
1253:             1             96  scala.concurrent.duration.Duration$
1254:             4             96  scala.concurrent.impl.ExecutionContextImpl$$anon$1
1255:             2             96  sun.management.GarbageCollectorImpl
1256:             4             96  sun.misc.FormattedFloatingDecimal$Form
1257:             1             96  sun.misc.Launcher$AppClassLoader
1258:             3             96  sun.nio.ch.ServerSocketAdaptor
1259:             1             96  sun.security.jca.ProviderList$1
1260:             3             96  sun.security.x509.AlgorithmId
1261:             2             96  sun.security.x509.X500Name
1262:             3             88  [Lcom.fasterxml.jackson.databind.ser.Serializers;
1263:             1             88  [Lnet.jpountz.lz4.LZ4Compressor;
1264:             2             88  [Lorg.apache.spark.sql.types.AbstractDataType;
1265:             2             88  [Lorg.spark_project.jetty.http.HttpHeaderValue;
1266:             1             88  [Lorg.spark_project.jetty.http.MimeTypes$Type;
1267:             1             88  [Lsun.security.util.ObjectIdentifier;
1268:             1             88  [[Ljava.lang.Byte;
1269:             1             88  com.fasterxml.jackson.module.scala.ser.OptionPropertyWriter
1270:             1             88  org.apache.spark.SecurityManager
1271:             1             88  org.apache.spark.SparkEnv
1272:             1             88  org.apache.spark.rpc.netty.NettyRpcEnv
1273:             1             88  org.apache.spark.sql.catalyst.plans.logical.SubqueryAlias
1274:             1             88  org.apache.spark.sql.internal.NonClosableMutableURLClassLoader
1275:             1             88  org.apache.spark.util.Utils$
1276:             1             88  org.spark_project.jetty.server.HttpConnectionFactory
1277:             1             88  org.spark_project.jetty.server.handler.ContextHandlerCollection
1278:             1             88  scala.collection.convert.Wrappers$
1279:             1             88  scala.math.BigDecimal$RoundingMode$
1280:             1             88  scala.reflect.ClassTag$
1281:             1             88  scala.reflect.ManifestFactory$
1282:             1             88  scala.reflect.runtime.Settings
1283:             1             88  sun.misc.Launcher$ExtClassLoader
1284:             2             80  [Lcom.fasterxml.jackson.annotation.JsonAutoDetect$Visibility;
1285:             2             80  [Lcom.fasterxml.jackson.annotation.JsonInclude$Include;
1286:             1             80  [Ljava.time.temporal.ChronoUnit;
1287:             4             80  [Ljava.util.Map$Entry;
1288:             2             80  [Ljava.util.stream.StreamOpFlag$Type;
1289:             2             80  [Lorg.apache.kafka.common.protocol.SecurityProtocol;
1290:             2             80  [Lorg.spark_project.jetty.io.WriteFlusher$StateType;
1291:             2             80  [Lorg.spark_project.jetty.server.Response$EncodingFrom;
1292:             1             80  [Lscala.concurrent.forkjoin.ForkJoinPool$WorkQueue;
1293:             2             80  [Lsun.security.x509.RDN;
1294:             2             80  com.fasterxml.jackson.core.sym.ByteQuadsCanonicalizer$TableInfo
1295:             1             80  com.fasterxml.jackson.databind.deser.BeanDeserializer
1296:             2             80  com.fasterxml.jackson.databind.type.TypeFactory
1297:             2             80  com.sun.jmx.mbeanserver.DefaultMXBeanMappingFactory$TabularMapping
1298:             5             80  com.sun.proxy.$Proxy0
1299:             5             80  com.sun.proxy.$Proxy10
1300:             5             80  com.sun.proxy.$Proxy13
1301:             2             80  io.netty.channel.nio.AbstractNioMessageChannel$NioMessageUnsafe
1302:             2             80  io.netty.util.Recycler$WeakOrderQueue
1303:             2             80  io.netty.util.Signal
1304:             5             80  io.netty.util.concurrent.MultithreadEventExecutorGroup$1
1305:             5             80  io.netty.util.concurrent.MultithreadEventExecutorGroup$PowerOfTwoEventExecutorChooser
1306:             2             80  java.io.BufferedWriter
1307:             2             80  java.io.ExpiringCache
1308:             2             80  java.lang.invoke.MethodHandleImpl$AsVarargsCollector
1309:             2             80  java.util.HashMap$KeyIterator
1310:             5             80  java.util.Hashtable$EntrySet
1311:             5             80  java.util.IdentityHashMap$KeySet
1312:             5             80  java.util.LinkedHashMap$LinkedKeySet
1313:             2             80  java.util.Locale$Category
1314:             2             80  java.util.PropertyResourceBundle
1315:             5             80  java.util.concurrent.SynchronousQueue$TransferStack
1316:             2             80  java.util.regex.Pattern$LazyLoop
1317:             2             80  org.apache.hadoop.security.authentication.util.KerberosName$Rule
1318:             5             80  org.apache.kafka.common.utils.AppInfoParser$AppInfo
1319:             1             80  org.apache.spark.HeartbeatReceiver
1320:             1             80  org.apache.spark.InternalAccumulator$
1321:             1             80  org.apache.spark.TaskContextImpl
1322:             1             80  org.apache.spark.TaskState$
1323:             1             80  org.apache.spark.deploy.SparkSubmit$
1324:             5             80  org.apache.spark.internal.config.ConfigBuilder$$anonfun$bytesConf$1
1325:             5             80  org.apache.spark.internal.config.ConfigBuilder$$anonfun$bytesConf$2
1326:             2             80  org.apache.spark.memory.ExecutionMemoryPool
1327:             1             80  org.apache.spark.memory.UnifiedMemoryManager
1328:             2             80  org.apache.spark.network.server.TransportServer
1329:             1             80  org.apache.spark.scheduler.ResultStage
1330:             2             80  org.apache.spark.scheduler.TaskSet
1331:             1             80  org.apache.spark.sql.catalyst.analysis.UnresolvedRelation
1332:             5             80  org.apache.spark.sql.internal.SQLConf$$anonfun$buildStaticConf$1
1333:             1             80  org.apache.spark.storage.BlockManagerInfo
1334:             1             80  org.apache.spark.streaming.dstream.ForEachDStream
1335:             1             80  org.apache.spark.streaming.dstream.MappedDStream
1336:             1             80  org.apache.spark.streaming.ui.StreamingJobProgressListener
1337:             1             80  org.apache.spark.util.SizeEstimator$
1338:             2             80  org.spark_project.guava.collect.RegularImmutableMap
1339:             1             80  org.spark_project.jetty.server.handler.ErrorHandler
1340:             1             80  org.spark_project.jetty.util.thread.ScheduledExecutorScheduler
1341:             5             80  scala.concurrent.ExecutionContext$$anonfun$defaultReporter$1
1342:             5             80  scala.concurrent.impl.ExecutionContextImpl$$anon$3
1343:             2             80  scala.io.Codec
1344:             1             80  scala.reflect.api.TypeTags$TypeTag$
1345:             1             80  scala.reflect.api.TypeTags$WeakTypeTag$
1346:             2             80  scala.reflect.internal.Trees$Modifiers
1347:             2             80  scala.reflect.internal.Types$TypeVar$$anon$4
1348:             2             80  scala.reflect.internal.pickling.UnPickler$Scan$LazyTypeRefAndAlias
1349:             2             80  scala.reflect.internal.tpe.TypeConstraints$TypeConstraint
1350:             2             80  scala.reflect.internal.tpe.TypeMaps$SubstTypeMap
1351:             1             80  scala.reflect.runtime.SynchronizedSymbols$$anon$16
1352:             2             80  sun.management.MemoryManagerImpl
1353:             5             80  sun.net.www.protocol.jar.Handler
1354:             1             80  sun.reflect.misc.MethodUtil
1355:             1             80  sun.security.x509.X509CertImpl
1356:             1             72  [Lcom.fasterxml.jackson.core.JsonToken;
1357:             1             72  [Ljava.lang.invoke.LambdaFormEditor$Transform$Kind;
1358:             3             72  [Ljava.net.InetAddress;
1359:             1             72  [Ljavax.management.openmbean.OpenType;
1360:             1             72  [Ljavax.management.openmbean.SimpleType;
1361:             3             72  [Lorg.antlr.v4.runtime.atn.LexerAction;
1362:             2             72  [Lsun.security.jca.ProviderConfig;
1363:             1             72  com.fasterxml.jackson.core.util.InternCache
1364:             3             72  com.fasterxml.jackson.databind.cfg.SerializerFactoryConfig
1365:             3             72  com.fasterxml.jackson.databind.ser.std.NumberSerializer
1366:             3             72  com.fasterxml.jackson.module.scala.introspect.ConstructorParameter
1367:             3             72  io.netty.buffer.PoolArena$SizeClass
1368:             3             72  io.netty.channel.SucceededChannelFuture
1369:             1             72  io.netty.channel.socket.nio.NioSocketChannel$NioSocketChannelConfig
1370:             3             72  io.netty.handler.timeout.IdleState
1371:             3             72  java.io.OutputStreamWriter
1372:             3             72  java.lang.StringBuilder
1373:             3             72  java.lang.UNIXProcess$LaunchMechanism
1374:             3             72  java.lang.annotation.RetentionPolicy
1375:             3             72  java.security.SecurityPermission
1376:             3             72  java.time.Instant
1377:             3             72  java.util.Base64$Encoder
1378:             1             72  java.util.ResourceBundle$RBClassLoader
1379:             1             72  java.util.logging.LogManager$RootLogger
1380:             3             72  javax.security.auth.Subject$SecureSet
1381:             3             72  org.antlr.v4.runtime.atn.PredictionMode
1382:             3             72  org.apache.commons.lang3.text.translate.JavaUnicodeEscaper
1383:             3             72  org.apache.commons.lang3.text.translate.NumericEntityUnescaper$OPTION
1384:             3             72  org.apache.commons.logging.impl.SLF4JLogFactory
1385:             3             72  org.apache.commons.logging.impl.WeakHashtable$Referenced
1386:             3             72  org.apache.kafka.clients.ConnectionState
1387:             3             72  org.apache.kafka.clients.consumer.OffsetResetStrategy
1388:             3             72  org.apache.kafka.common.config.ConfigDef$Importance
1389:             1             72  org.apache.spark.executor.DataReadMethod$
1390:             1             72  org.apache.spark.executor.Executor$TaskRunner
1391:             3             72  org.apache.spark.internal.config.ConfigReader
1392:             3             72  org.apache.spark.network.TransportContext
1393:             1             72  org.apache.spark.scheduler.TaskLocality$
1394:             3             72  org.apache.spark.serializer.JavaSerializer
1395:             1             72  org.apache.spark.sql.SparkSession
1396:             3             72  org.apache.spark.sql.catalyst.expressions.ExpressionSet
1397:             1             72  org.apache.spark.sql.catalyst.plans.logical.OneRowRelation$
1398:             3             72  org.apache.spark.sql.catalyst.rules.RuleExecutor$FixedPoint
1399:             1             72  org.apache.spark.sql.internal.BaseSessionStateBuilder$$anon$4
1400:             1             72  org.apache.spark.sql.internal.SessionState
1401:             3             72  org.apache.spark.streaming.StreamingContextState
1402:             1             72  org.apache.spark.streaming.scheduler.ReceiverTracker
1403:             1             72  org.apache.spark.streaming.scheduler.ReceiverTracker$TrackerState$
1404:             1             72  org.apache.spark.streaming.util.WriteAheadLogUtils$
1405:             3             72  org.spark_project.guava.base.CharMatcher$13
1406:             3             72  org.spark_project.guava.base.CharMatcher$RangesMatcher
1407:             3             72  org.spark_project.jetty.http.HttpCompliance
1408:             1             72  org.spark_project.jetty.server.HttpConfiguration
1409:             3             72  org.spark_project.jetty.server.ResourceContentFactory
1410:             3             72  org.spark_project.jetty.server.Response$OutputType
1411:             3             72  org.spark_project.jetty.util.IteratingCallback$Action
1412:             3             72  scala.collection.immutable.BitSet$BitSet1
1413:             1             72  scala.reflect.ClassManifestFactory$
1414:             3             72  scala.reflect.runtime.JavaMirrors$JavaMirror$$anon$5
1415:             3             72  sun.misc.FloatingDecimal$ExceptionalBinaryToASCIIBuffer
1416:             3             72  sun.misc.Signal
1417:             3             72  sun.security.provider.NativePRNG$Variant
1418:             1             72  sun.util.locale.provider.JRELocaleProviderAdapter
1419:             1             64  [Lcom.fasterxml.jackson.core.JsonParser$Feature;
1420:             3             64  [Lcom.fasterxml.jackson.databind.ser.BeanPropertyWriter;
1421:             2             64  [Lio.netty.util.ResourceLeakDetector$Level;
1422:             2             64  [Ljava.lang.UNIXProcess$LaunchMechanism;
1423:             2             64  [Ljava.lang.annotation.RetentionPolicy;
1424:             1             64  [Lorg.apache.commons.lang3.JavaVersion;
1425:             2             64  [Lorg.apache.commons.lang3.text.translate.NumericEntityUnescaper$OPTION;
1426:             2             64  [Lorg.apache.hadoop.metrics2.annotation.Metric$Type;
1427:             2             64  [Lorg.apache.kafka.clients.consumer.OffsetResetStrategy;
1428:             1             64  [Lorg.apache.spark.network.protocol.Message$Type;
1429:             1             64  [Lorg.spark_project.jetty.http.HttpMethod;
1430:             1             64  [Lorg.spark_project.jetty.http.HttpURI$State;
1431:             2             64  com.fasterxml.jackson.core.util.DefaultPrettyPrinter
1432:             2             64  com.fasterxml.jackson.databind.cfg.DeserializerFactoryConfig
1433:             1             64  com.fasterxml.jackson.databind.deser.std.StdValueInstantiator
