Java HotSpot(TM) 64-Bit Server VM (25.131-b11) for linux-amd64 JRE (1.8.0_131-b11), built on Mar 15 2017 01:23:40 by "java_re" with gcc 4.3.0 20080428 (Red Hat 4.3.0-8)
294.055: [GC (Allocation Failure) [PSYoungGen: 96011K->10192K(100864K)] 444066K->358248K(450560K), 0.0058470 secs] [Times: user=0.03 sys=0.00, real=0.01 secs] 
294.096: [GC (Allocation Failure) [PSYoungGen: 100816K->8234K(132608K)] 448872K->356290K(482304K), 0.0088842 secs] [Times: user=0.03 sys=0.00, real=0.00 secs] 
294.137: [GC (Allocation Failure) [PSYoungGen: 99882K->9575K(131584K)] 447938K->357631K(481280K), 0.0060929 secs] [Times: user=0.04 sys=0.00, real=0.00 secs] 
294.175: [GC (Allocation Failure) [PSYoungGen: 101223K->10293K(132608K)] 449279K->358349K(482304K), 0.0073188 secs] [Times: user=0.04 sys=0.00, real=0.01 secs] 
294.219: [GC (Allocation Failure) [PSYoungGen: 105525K->8652K(132608K)] 453581K->356707K(482304K), 0.0069189 secs] [Times: user=0.03 sys=0.00, real=0.01 secs] 
294.265: [GC (Allocation Failure) [PSYoungGen: 103884K->10208K(132096K)] 451939K->358264K(481792K), 0.0086334 secs] [Times: user=0.04 sys=0.00, real=0.01 secs] 
294.343: [GC (Allocation Failure) [PSYoungGen: 109024K->18049K(133632K)] 457080K->366105K(483328K), 0.0102069 secs] [Times: user=0.06 sys=0.00, real=0.01 secs] 
294.381: [GC (Allocation Failure) [PSYoungGen: 116865K->18869K(136704K)] 464921K->366925K(486400K), 0.0131740 secs] [Times: user=0.08 sys=0.00, real=0.01 secs] 
294.427: [GC (Allocation Failure) [PSYoungGen: 121781K->11914K(136704K)] 469837K->359969K(486400K), 0.0088033 secs] [Times: user=0.04 sys=0.00, real=0.01 secs] 
294.466: [GC (Allocation Failure) [PSYoungGen: 114542K->15685K(137728K)] 462598K->363741K(487424K), 0.0089674 secs] [Times: user=0.05 sys=0.00, real=0.00 secs] 
294.508: [GC (Allocation Failure) [PSYoungGen: 123205K->14348K(138752K)] 471261K->362403K(488448K), 0.0096436 secs] [Times: user=0.06 sys=0.00, real=0.01 secs] 
294.554: [GC (Allocation Failure) [PSYoungGen: 121868K->10325K(139776K)] 469923K->358380K(489472K), 0.0075183 secs] [Times: user=0.04 sys=0.00, real=0.01 secs] 
294.596: [GC (Allocation Failure) [PSYoungGen: 122453K->11858K(140800K)] 470508K->360457K(490496K), 0.0074161 secs] [Times: user=0.04 sys=0.00, real=0.00 secs] 
294.634: [GC (Allocation Failure) [PSYoungGen: 123986K->12923K(142336K)] 472585K->361705K(492032K), 0.0085357 secs] [Times: user=0.05 sys=0.00, real=0.01 secs] 
294.680: [GC (Allocation Failure) [PSYoungGen: 129659K->11832K(143360K)] 478441K->360799K(493056K), 0.0102380 secs] [Times: user=0.04 sys=0.00, real=0.01 secs] 
294.729: [GC (Allocation Failure) [PSYoungGen: 128568K->15050K(146432K)] 477535K->364065K(496128K), 0.0091332 secs] [Times: user=0.04 sys=0.00, real=0.01 secs] 
294.776: [GC (Allocation Failure) [PSYoungGen: 136906K->12123K(146944K)] 485921K->361202K(496640K), 0.0084186 secs] [Times: user=0.05 sys=0.00, real=0.00 secs] 
294.830: [GC (Allocation Failure) [PSYoungGen: 133979K->14261K(148992K)] 483058K->363404K(498688K), 0.0112806 secs] [Times: user=0.07 sys=0.00, real=0.01 secs] 
294.888: [GC (Allocation Failure) [PSYoungGen: 139701K->13984K(148992K)] 488844K->363199K(498688K), 0.0085399 secs] [Times: user=0.05 sys=0.00, real=0.01 secs] 
294.935: [GC (Allocation Failure) [PSYoungGen: 139424K->12686K(150528K)] 488639K->361941K(500224K), 0.0088041 secs] [Times: user=0.04 sys=0.00, real=0.01 secs] 
294.996: [GC (Allocation Failure) [PSYoungGen: 140686K->15572K(150016K)] 489941K->364883K(499712K), 0.0081222 secs] [Times: user=0.05 sys=0.00, real=0.00 secs] 
295.042: [GC (Allocation Failure) --[PSYoungGen: 143572K->143572K(150016K)] 492883K->492971K(499712K), 0.0443023 secs] [Times: user=0.07 sys=0.00, real=0.05 secs] 
295.087: [Full GC (Ergonomics) [PSYoungGen: 143572K->0K(150016K)] [ParOldGen: 349398K->349455K(349696K)] 492971K->349455K(499712K), [Metaspace: 78580K->78580K(1118208K)], 1.1436770 secs] [Times: user=7.56 sys=0.26, real=1.14 secs] 
296.272: [Full GC (Ergonomics) [PSYoungGen: 127940K->4828K(150016K)] [ParOldGen: 349455K->349603K(349696K)] 477395K->354432K(499712K), [Metaspace: 78580K->78580K(1118208K)], 0.4060880 secs] [Times: user=2.33 sys=0.08, real=0.41 secs] 
296.717: [Full GC (Ergonomics) [PSYoungGen: 128000K->2741K(150016K)] [ParOldGen: 349603K->349630K(349696K)] 477603K->352371K(499712K), [Metaspace: 78580K->78580K(1118208K)], 0.6813519 secs] [Times: user=4.12 sys=0.13, real=0.68 secs] 
297.441: [Full GC (Ergonomics) [PSYoungGen: 128000K->3117K(150016K)] [ParOldGen: 349630K->349654K(349696K)] 477630K->352771K(499712K), [Metaspace: 78580K->78580K(1118208K)], 0.7351139 secs] [Times: user=4.59 sys=0.19, real=0.74 secs] 
298.220: [Full GC (Ergonomics) [PSYoungGen: 127998K->8210K(150016K)] [ParOldGen: 349654K->349665K(349696K)] 477652K->357875K(499712K), [Metaspace: 78580K->78580K(1118208K)], 0.6975863 secs] [Times: user=4.51 sys=0.16, real=0.70 secs] 
298.952: [Full GC (Ergonomics) [PSYoungGen: 128000K->8741K(150016K)] [ParOldGen: 349665K->349650K(349696K)] 477665K->358391K(499712K), [Metaspace: 78580K->78580K(1118208K)], 0.8317131 secs] [Times: user=5.33 sys=0.19, real=0.83 secs] 
299.822: [Full GC (Ergonomics) [PSYoungGen: 128000K->1527K(150016K)] [ParOldGen: 349650K->349682K(349696K)] 477650K->351209K(499712K), [Metaspace: 78580K->78580K(1118208K)], 0.5886358 secs] [Times: user=3.57 sys=0.12, real=0.59 secs] 
300.487: [Full GC (Ergonomics) [PSYoungGen: 128000K->6698K(150016K)] [ParOldGen: 349682K->349673K(349696K)] 477682K->356372K(499712K), [Metaspace: 78580K->78580K(1118208K)], 0.7419495 secs] [Times: user=4.59 sys=0.18, real=0.74 secs] 
301.276: [Full GC (Ergonomics) [PSYoungGen: 128000K->2252K(150016K)] [ParOldGen: 349673K->349521K(349696K)] 477673K->351774K(499712K), [Metaspace: 78580K->78580K(1118208K)], 0.7901046 secs] [Times: user=4.83 sys=0.16, real=0.79 secs] 
302.116: [Full GC (Ergonomics) [PSYoungGen: 128000K->8281K(150016K)] [ParOldGen: 349521K->349622K(349696K)] 477521K->357903K(499712K), [Metaspace: 78580K->78580K(1118208K)], 0.8401509 secs] [Times: user=5.06 sys=0.19, real=0.84 secs] 
303.003: [Full GC (Ergonomics) [PSYoungGen: 128000K->3594K(150016K)] [ParOldGen: 349622K->349691K(349696K)] 477622K->353285K(499712K), [Metaspace: 78580K->78580K(1118208K)], 0.7512677 secs] [Times: user=4.61 sys=0.19, real=0.75 secs] 
303.804: [Full GC (Ergonomics) [PSYoungGen: 128000K->2490K(150016K)] [ParOldGen: 349691K->349680K(349696K)] 477691K->352170K(499712K), [Metaspace: 78580K->78580K(1118208K)], 0.9099859 secs] [Times: user=5.78 sys=0.21, real=0.91 secs] 
304.776: [Full GC (Ergonomics) [PSYoungGen: 128000K->3945K(150016K)] [ParOldGen: 349680K->349681K(349696K)] 477680K->353627K(499712K), [Metaspace: 78580K->78580K(1118208K)], 0.7704049 secs] [Times: user=4.64 sys=0.13, real=0.77 secs] 
305.608: [Full GC (Ergonomics) [PSYoungGen: 128000K->4070K(150016K)] [ParOldGen: 349681K->349559K(349696K)] 477681K->353630K(499712K), [Metaspace: 78580K->78580K(1118208K)], 0.8580013 secs] [Times: user=5.43 sys=0.19, real=0.85 secs] 
306.516: [Full GC (Ergonomics) [PSYoungGen: 128000K->1962K(150016K)] [ParOldGen: 349559K->349612K(349696K)] 477559K->351575K(499712K), [Metaspace: 78580K->78580K(1118208K)], 0.7096261 secs] [Times: user=4.53 sys=0.12, real=0.71 secs] 
307.272: [Full GC (Ergonomics) [PSYoungGen: 128000K->3117K(150016K)] [ParOldGen: 349612K->349664K(349696K)] 477612K->352782K(499712K), [Metaspace: 78580K->78580K(1118208K)], 0.8224249 secs] [Times: user=5.18 sys=0.03, real=0.82 secs] 
308.140: [Full GC (Ergonomics) [PSYoungGen: 128000K->3481K(150016K)] [ParOldGen: 349664K->349555K(349696K)] 477664K->353037K(499712K), [Metaspace: 78580K->78580K(1118208K)], 0.6935835 secs] [Times: user=4.55 sys=0.04, real=0.69 secs] 
308.880: [Full GC (Ergonomics) [PSYoungGen: 128000K->2001K(150016K)] [ParOldGen: 349555K->349632K(349696K)] 477555K->351633K(499712K), [Metaspace: 78580K->78580K(1118208K)], 0.7068131 secs] [Times: user=4.67 sys=0.05, real=0.70 secs] 
309.633: [Full GC (Ergonomics) [PSYoungGen: 128000K->4140K(150016K)] [ParOldGen: 349632K->349671K(349696K)] 477632K->353812K(499712K), [Metaspace: 78580K->78580K(1118208K)], 0.7453632 secs] [Times: user=4.60 sys=0.03, real=0.75 secs] 
310.434: [Full GC (Ergonomics) [PSYoungGen: 128000K->1813K(150016K)] [ParOldGen: 349671K->349654K(349696K)] 477671K->351467K(499712K), [Metaspace: 78580K->78580K(1118208K)], 0.8473878 secs] [Times: user=4.04 sys=0.02, real=0.85 secs] 
311.341: [Full GC (Ergonomics) [PSYoungGen: 128000K->1279K(150016K)] [ParOldGen: 349654K->349620K(349696K)] 477654K->350899K(499712K), [Metaspace: 78580K->78580K(1118208K)], 0.8776680 secs] [Times: user=4.50 sys=0.02, real=0.88 secs] 
312.401: [Full GC (Ergonomics) [PSYoungGen: 128000K->0K(150016K)] [ParOldGen: 349620K->342409K(349696K)] 477620K->342409K(499712K), [Metaspace: 78596K->78596K(1118208K)], 0.3736822 secs] [Times: user=1.68 sys=0.01, real=0.37 secs] 
312.923: [GC (Allocation Failure) [PSYoungGen: 128000K->10538K(152064K)] 470409K->352948K(501760K), 0.0087060 secs] [Times: user=0.04 sys=0.00, real=0.01 secs] 
312.980: [GC (Allocation Failure) [PSYoungGen: 141098K->17823K(152064K)] 483508K->360233K(501760K), 0.0169734 secs] [Times: user=0.10 sys=0.01, real=0.01 secs] 
313.076: [GC (Allocation Failure) [PSYoungGen: 148383K->16441K(152064K)] 490793K->358851K(501760K), 0.0317197 secs] [Times: user=0.16 sys=0.00, real=0.04 secs] 
313.181: [GC (Allocation Failure) [PSYoungGen: 145977K->14005K(143872K)] 488387K->356415K(493568K), 0.0088081 secs] [Times: user=0.05 sys=0.00, real=0.01 secs] 
313.235: [GC (Allocation Failure) [PSYoungGen: 143541K->14059K(152576K)] 485951K->356469K(502272K), 0.0066008 secs] [Times: user=0.04 sys=0.00, real=0.01 secs] 
313.285: [GC (Allocation Failure) [PSYoungGen: 144619K->12634K(151552K)] 487029K->355044K(501248K), 0.0079356 secs] [Times: user=0.03 sys=0.00, real=0.01 secs] 
313.348: [GC (Allocation Failure) [PSYoungGen: 143194K->15150K(152064K)] 485604K->357560K(501760K), 0.0137811 secs] [Times: user=0.06 sys=0.00, real=0.02 secs] 
313.414: [GC (Allocation Failure) [PSYoungGen: 146734K->16307K(152064K)] 489144K->358717K(501760K), 0.0091817 secs] [Times: user=0.05 sys=0.00, real=0.01 secs] 
313.470: [GC (Allocation Failure) [PSYoungGen: 147891K->17362K(153088K)] 490301K->359771K(502784K), 0.0090060 secs] [Times: user=0.04 sys=0.00, real=0.01 secs] 
313.529: [GC (Allocation Failure) [PSYoungGen: 149970K->14485K(153600K)] 492379K->356895K(503296K), 0.0101537 secs] [Times: user=0.04 sys=0.00, real=0.01 secs] 
313.612: [GC (Allocation Failure) [PSYoungGen: 147093K->15951K(153600K)] 489503K->358361K(503296K), 0.0095125 secs] [Times: user=0.05 sys=0.00, real=0.01 secs] 
313.672: [GC (Allocation Failure) [PSYoungGen: 149071K->17008K(153600K)] 491481K->359417K(503296K), 0.0099176 secs] [Times: user=0.04 sys=0.00, real=0.01 secs] 
313.731: [GC (Allocation Failure) [PSYoungGen: 150128K->12484K(153600K)] 492537K->354894K(503296K), 0.0074485 secs] [Times: user=0.03 sys=0.00, real=0.00 secs] 
313.792: [GC (Allocation Failure) [PSYoungGen: 145604K->14364K(153600K)] 488014K->356774K(503296K), 0.0083274 secs] [Times: user=0.04 sys=0.01, real=0.01 secs] 
314.139: [GC (Allocation Failure) [PSYoungGen: 147484K->14450K(153600K)] 489894K->356860K(503296K), 0.0076668 secs] [Times: user=0.03 sys=0.00, real=0.00 secs] 
314.217: [GC (Allocation Failure) [PSYoungGen: 148594K->15668K(153600K)] 491004K->363684K(503296K), 0.0099000 secs] [Times: user=0.05 sys=0.00, real=0.01 secs] 
314.227: [Full GC (Ergonomics) [PSYoungGen: 15668K->4252K(153600K)] [ParOldGen: 348016K->349319K(349696K)] 363684K->353571K(503296K), [Metaspace: 78598K->78598K(1118208K)], 1.0514698 secs] [Times: user=6.10 sys=0.03, real=1.05 secs] 
315.425: [Full GC (Ergonomics) [PSYoungGen: 138396K->9343K(153600K)] [ParOldGen: 349319K->349685K(349696K)] 487715K->359028K(503296K), [Metaspace: 78601K->78601K(1118208K)], 0.9712051 secs] [Times: user=5.68 sys=0.03, real=0.97 secs] 
316.438: [Full GC (Ergonomics) [PSYoungGen: 134144K->4816K(153600K)] [ParOldGen: 349685K->349625K(349696K)] 483829K->354442K(503296K), [Metaspace: 78601K->78601K(1118208K)], 0.8322843 secs] [Times: user=5.27 sys=0.03, real=0.84 secs] 
317.316: [Full GC (Ergonomics) [PSYoungGen: 134144K->4696K(153600K)] [ParOldGen: 349625K->349646K(349696K)] 483769K->354342K(503296K), [Metaspace: 78601K->78601K(1118208K)], 0.7125988 secs] [Times: user=4.35 sys=0.02, real=0.72 secs] 
318.078: [Full GC (Ergonomics) [PSYoungGen: 134144K->5834K(153600K)] [ParOldGen: 349646K->349695K(349696K)] 483790K->355530K(503296K), [Metaspace: 78601K->78601K(1118208K)], 0.8058023 secs] [Times: user=4.97 sys=0.02, real=0.81 secs] 
318.934: [Full GC (Ergonomics) [PSYoungGen: 134144K->7419K(153600K)] [ParOldGen: 349695K->349624K(349696K)] 483839K->357044K(503296K), [Metaspace: 78601K->78601K(1118208K)], 0.5775070 secs] [Times: user=3.52 sys=0.00, real=0.58 secs] 
319.554: [Full GC (Ergonomics) [PSYoungGen: 134144K->5475K(153600K)] [ParOldGen: 349624K->349687K(349696K)] 483768K->355163K(503296K), [Metaspace: 78601K->78601K(1118208K)], 0.7493573 secs] [Times: user=4.82 sys=0.02, real=0.75 secs] 
320.357: [Full GC (Ergonomics) [PSYoungGen: 134144K->11719K(153600K)] [ParOldGen: 349687K->349682K(349696K)] 483831K->361402K(503296K), [Metaspace: 78601K->78601K(1118208K)], 0.8141169 secs] [Times: user=5.26 sys=0.03, real=0.82 secs] 
321.218: [Full GC (Ergonomics) [PSYoungGen: 133347K->3833K(153600K)] [ParOldGen: 349682K->349679K(349696K)] 483030K->353512K(503296K), [Metaspace: 78601K->78601K(1118208K)], 0.7395607 secs] [Times: user=4.81 sys=0.02, real=0.74 secs] 
322.090: [Full GC (Ergonomics) [PSYoungGen: 134144K->12528K(153600K)] [ParOldGen: 349679K->349504K(349696K)] 483823K->362032K(503296K), [Metaspace: 78601K->78601K(1118208K)], 0.7615287 secs] [Times: user=4.78 sys=0.02, real=0.77 secs] 
322.899: [Full GC (Ergonomics) [PSYoungGen: 134144K->15208K(153600K)] [ParOldGen: 349504K->349445K(349696K)] 483648K->364654K(503296K), [Metaspace: 78601K->78601K(1118208K)], 0.8368677 secs] [Times: user=5.57 sys=0.02, real=0.84 secs] 
323.783: [Full GC (Ergonomics) [PSYoungGen: 134144K->12432K(153600K)] [ParOldGen: 349445K->349444K(349696K)] 483589K->361877K(503296K), [Metaspace: 78601K->78601K(1118208K)], 0.8437371 secs] [Times: user=5.26 sys=0.02, real=0.84 secs] 
324.684: [Full GC (Ergonomics) [PSYoungGen: 134144K->9259K(153600K)] [ParOldGen: 349444K->349443K(349696K)] 483588K->358702K(503296K), [Metaspace: 78601K->78601K(1118208K)], 0.8240515 secs] [Times: user=4.33 sys=0.03, real=0.82 secs] 
325.571: [Full GC (Ergonomics) [PSYoungGen: 134144K->10950K(153600K)] [ParOldGen: 349443K->349440K(349696K)] 483587K->360391K(503296K), [Metaspace: 78601K->78601K(1118208K)], 0.7585470 secs] [Times: user=4.08 sys=0.02, real=0.76 secs] 
326.419: [Full GC (Ergonomics) [PSYoungGen: 134144K->2199K(153600K)] [ParOldGen: 349440K->349675K(349696K)] 483584K->351875K(503296K), [Metaspace: 78601K->78601K(1118208K)], 0.7682652 secs] [Times: user=4.43 sys=0.03, real=0.77 secs] 
327.521: [Full GC (Ergonomics) [PSYoungGen: 134128K->13937K(153600K)] [ParOldGen: 349675K->348907K(349696K)] 483804K->362844K(503296K), [Metaspace: 78601K->78601K(1118208K)], 0.9013862 secs] [Times: user=5.11 sys=0.03, real=0.90 secs] 
328.478: [Full GC (Ergonomics) [PSYoungGen: 134144K->15134K(153600K)] [ParOldGen: 348907K->349611K(349696K)] 483051K->364746K(503296K), [Metaspace: 78601K->78599K(1118208K)], 0.9842039 secs] [Times: user=6.31 sys=0.19, real=0.99 secs] 
329.615: [Full GC (Ergonomics) [PSYoungGen: 134144K->21550K(153600K)] [ParOldGen: 349611K->349309K(349696K)] 483755K->370859K(503296K), [Metaspace: 78599K->78599K(1118208K)], 0.9830021 secs] [Times: user=5.85 sys=0.21, real=0.98 secs] 
330.644: [Full GC (Ergonomics) [PSYoungGen: 134144K->11774K(153600K)] [ParOldGen: 349309K->349631K(349696K)] 483453K->361406K(503296K), [Metaspace: 78599K->78599K(1118208K)], 0.8861458 secs] [Times: user=5.74 sys=0.23, real=0.88 secs] 
331.577: [Full GC (Ergonomics) [PSYoungGen: 134144K->16939K(153600K)] [ParOldGen: 349631K->349629K(349696K)] 483775K->366568K(503296K), [Metaspace: 78599K->78599K(1118208K)], 0.7683179 secs] [Times: user=4.66 sys=0.20, real=0.77 secs] 
332.396: [Full GC (Ergonomics) [PSYoungGen: 134144K->19023K(153600K)] [ParOldGen: 349629K->349628K(349696K)] 483773K->368651K(503296K), [Metaspace: 78599K->78599K(1118208K)], 0.7934936 secs] [Times: user=4.83 sys=0.15, real=0.79 secs] 
333.242: [Full GC (Ergonomics) [PSYoungGen: 134144K->15389K(153600K)] [ParOldGen: 349628K->349626K(349696K)] 483772K->365016K(503296K), [Metaspace: 78599K->78599K(1118208K)], 0.7567252 secs] [Times: user=4.91 sys=0.21, real=0.75 secs] 
334.045: [Full GC (Ergonomics) [PSYoungGen: 134144K->20346K(153600K)] [ParOldGen: 349626K->349625K(349696K)] 483770K->369972K(503296K), [Metaspace: 78599K->78599K(1118208K)], 0.7634666 secs] [Times: user=4.97 sys=0.13, real=0.76 secs] 
334.849: [Full GC (Ergonomics) [PSYoungGen: 134144K->18673K(153600K)] [ParOldGen: 349625K->349624K(349696K)] 483769K->368297K(503296K), [Metaspace: 78599K->78599K(1118208K)], 0.8154200 secs] [Times: user=5.23 sys=0.23, real=0.82 secs] 
335.706: [Full GC (Ergonomics) [PSYoungGen: 134144K->20257K(153600K)] [ParOldGen: 349624K->349621K(349696K)] 483768K->369878K(503296K), [Metaspace: 78599K->78599K(1118208K)], 0.5887016 secs] [Times: user=3.19 sys=0.14, real=0.59 secs] 
336.428: [Full GC (Ergonomics) [PSYoungGen: 134144K->16836K(153600K)] [ParOldGen: 349621K->349679K(349696K)] 483765K->366516K(503296K), [Metaspace: 78599K->78599K(1118208K)], 0.8471043 secs] [Times: user=5.38 sys=0.16, real=0.85 secs] 
337.322: [Full GC (Ergonomics) [PSYoungGen: 134144K->21139K(153600K)] [ParOldGen: 349679K->349678K(349696K)] 483823K->370818K(503296K), [Metaspace: 78599K->78599K(1118208K)], 1.0258576 secs] [Times: user=5.64 sys=0.16, real=1.02 secs] 
338.407: [Full GC (Ergonomics) [PSYoungGen: 134144K->20401K(153600K)] [ParOldGen: 349678K->349671K(349696K)] 483822K->370072K(503296K), [Metaspace: 78599K->78599K(1118208K)], 1.0715619 secs] [Times: user=5.48 sys=0.14, real=1.07 secs] 
339.545: [Full GC (Ergonomics) [PSYoungGen: 134144K->21063K(153600K)] [ParOldGen: 349671K->349670K(349696K)] 483815K->370733K(503296K), [Metaspace: 78599K->78599K(1118208K)], 0.9457197 secs] [Times: user=5.16 sys=0.22, real=0.94 secs] 
340.540: [Full GC (Ergonomics) [PSYoungGen: 134144K->24081K(153600K)] [ParOldGen: 349670K->349668K(349696K)] 483814K->373749K(503296K), [Metaspace: 78600K->78600K(1118208K)], 0.9004582 secs] [Times: user=5.46 sys=0.22, real=0.90 secs] 
341.487: [Full GC (Ergonomics) [PSYoungGen: 134128K->24394K(153600K)] [ParOldGen: 349668K->349667K(349696K)] 483797K->374062K(503296K), [Metaspace: 78600K->78600K(1118208K)], 0.7984734 secs] [Times: user=4.56 sys=0.21, real=0.80 secs] 
342.331: [Full GC (Ergonomics) [PSYoungGen: 134144K->18850K(153600K)] [ParOldGen: 349667K->349666K(349696K)] 483811K->368517K(503296K), [Metaspace: 78600K->78600K(1118208K)], 0.7129751 secs] [Times: user=4.26 sys=0.16, real=0.72 secs] 
343.288: [Full GC (Ergonomics) [PSYoungGen: 134144K->17456K(153600K)] [ParOldGen: 349666K->349357K(349696K)] 483810K->366813K(503296K), [Metaspace: 78613K->78613K(1118208K)], 0.7178470 secs] [Times: user=4.39 sys=0.17, real=0.72 secs] 
344.132: [Full GC (Ergonomics) [PSYoungGen: 133897K->27575K(153600K)] [ParOldGen: 349357K->349666K(349696K)] 483254K->377242K(503296K), [Metaspace: 78613K->78613K(1118208K)], 0.7588428 secs] [Times: user=4.88 sys=0.19, real=0.76 secs] 
344.911: [Full GC (Ergonomics) [PSYoungGen: 134144K->28308K(153600K)] [ParOldGen: 349666K->349663K(349696K)] 483810K->377972K(503296K), [Metaspace: 78625K->78625K(1118208K)], 0.8440071 secs] [Times: user=5.12 sys=0.21, real=0.85 secs] 
345.776: [Full GC (Ergonomics) [PSYoungGen: 134144K->29353K(153600K)] [ParOldGen: 349663K->349660K(349696K)] 483807K->379013K(503296K), [Metaspace: 78626K->78626K(1118208K)], 0.6435304 secs] [Times: user=3.94 sys=0.12, real=0.64 secs] 
346.439: [Full GC (Ergonomics) [PSYoungGen: 134144K->32262K(153600K)] [ParOldGen: 349660K->349659K(349696K)] 483804K->381922K(503296K), [Metaspace: 78626K->78626K(1118208K)], 0.7743096 secs] [Times: user=4.72 sys=0.19, real=0.77 secs] 
347.234: [Full GC (Ergonomics) [PSYoungGen: 134144K->31258K(153600K)] [ParOldGen: 349659K->349659K(349696K)] 483803K->380917K(503296K), [Metaspace: 78626K->78626K(1118208K)], 0.7601413 secs] [Times: user=4.45 sys=0.12, real=0.76 secs] 
348.013: [Full GC (Ergonomics) [PSYoungGen: 134144K->32855K(153600K)] [ParOldGen: 349659K->349659K(349696K)] 483803K->382514K(503296K), [Metaspace: 78626K->78626K(1118208K)], 0.3051878 secs] [Times: user=1.69 sys=0.03, real=0.31 secs] 
348.340: [Full GC (Ergonomics) [PSYoungGen: 134144K->31885K(153600K)] [ParOldGen: 349659K->349655K(349696K)] 483803K->381540K(503296K), [Metaspace: 78627K->78627K(1118208K)], 0.6791449 secs] [Times: user=4.40 sys=0.17, real=0.68 secs] 
349.048: [Full GC (Ergonomics) [PSYoungGen: 134144K->34013K(153600K)] [ParOldGen: 349655K->349393K(349696K)] 483799K->383406K(503296K), [Metaspace: 78627K->78627K(1118208K)], 0.6194229 secs] [Times: user=3.60 sys=0.15, real=0.62 secs] 
349.706: [Full GC (Ergonomics) [PSYoungGen: 134144K->34320K(153600K)] [ParOldGen: 349393K->349386K(349696K)] 483537K->383706K(503296K), [Metaspace: 78636K->78636K(1118208K)], 0.8427774 secs] [Times: user=5.27 sys=0.21, real=0.84 secs] 
350.575: [Full GC (Ergonomics) [PSYoungGen: 134144K->34374K(153600K)] [ParOldGen: 349386K->349493K(349696K)] 483530K->383868K(503296K), [Metaspace: 78639K->78639K(1118208K)], 0.5522973 secs] [Times: user=3.53 sys=0.07, real=0.55 secs] 
351.148: [Full GC (Ergonomics) [PSYoungGen: 134144K->33030K(153600K)] [ParOldGen: 349493K->349492K(349696K)] 483637K->382523K(503296K), [Metaspace: 78639K->78639K(1118208K)], 0.5907301 secs] [Times: user=3.83 sys=0.11, real=0.59 secs] 
351.758: [Full GC (Ergonomics) [PSYoungGen: 134144K->31823K(153600K)] [ParOldGen: 349492K->349492K(349696K)] 483636K->381315K(503296K), [Metaspace: 78639K->78639K(1118208K)], 0.5001019 secs] [Times: user=3.06 sys=0.08, real=0.50 secs] 
352.276: [Full GC (Ergonomics) [PSYoungGen: 134144K->33658K(153600K)] [ParOldGen: 349492K->349247K(349696K)] 483636K->382905K(503296K), [Metaspace: 78639K->78639K(1118208K)], 0.5483033 secs] [Times: user=3.26 sys=0.06, real=0.55 secs] 
352.840: [Full GC (Ergonomics) [PSYoungGen: 134144K->30339K(153600K)] [ParOldGen: 349247K->349246K(349696K)] 483391K->379586K(503296K), [Metaspace: 78639K->78639K(1118208K)], 0.3482948 secs] [Times: user=2.09 sys=0.05, real=0.35 secs] 
353.206: [Full GC (Ergonomics) [PSYoungGen: 134144K->33721K(153600K)] [ParOldGen: 349246K->349246K(349696K)] 483390K->382968K(503296K), [Metaspace: 78639K->78639K(1118208K)], 0.6006720 secs] [Times: user=3.74 sys=0.09, real=0.60 secs] 
353.822: [Full GC (Ergonomics) [PSYoungGen: 134144K->28665K(153600K)] [ParOldGen: 349246K->349503K(349696K)] 483390K->378168K(503296K), [Metaspace: 78639K->78639K(1118208K)], 0.3018384 secs] [Times: user=1.69 sys=0.04, real=0.30 secs] 
354.139: [Full GC (Ergonomics) [PSYoungGen: 134144K->31670K(153600K)] [ParOldGen: 349503K->349503K(349696K)] 483647K->381173K(503296K), [Metaspace: 78639K->78639K(1118208K)], 0.5098263 secs] [Times: user=2.74 sys=0.01, real=0.51 secs] 
354.665: [Full GC (Ergonomics) [PSYoungGen: 134144K->33106K(153600K)] [ParOldGen: 349503K->349503K(349696K)] 483647K->382609K(503296K), [Metaspace: 78639K->78639K(1118208K)], 0.4690826 secs] [Times: user=2.95 sys=0.02, real=0.46 secs] 
355.151: [Full GC (Ergonomics) [PSYoungGen: 134144K->32844K(153600K)] [ParOldGen: 349503K->349502K(349696K)] 483647K->382347K(503296K), [Metaspace: 78640K->78640K(1118208K)], 0.3015513 secs] [Times: user=1.72 sys=0.00, real=0.30 secs] 
355.469: [Full GC (Ergonomics) [PSYoungGen: 134144K->33512K(153600K)] [ParOldGen: 349502K->349502K(349696K)] 483646K->383015K(503296K), [Metaspace: 78640K->78640K(1118208K)], 0.4485773 secs] [Times: user=2.69 sys=0.02, real=0.45 secs] 
355.939: [Full GC (Ergonomics) [PSYoungGen: 134144K->33228K(153600K)] [ParOldGen: 349502K->349502K(349696K)] 483646K->382730K(503296K), [Metaspace: 78640K->78640K(1118208K)], 0.6434901 secs] [Times: user=3.75 sys=0.04, real=0.64 secs] 
356.605: [Full GC (Ergonomics) [PSYoungGen: 134144K->33639K(153600K)] [ParOldGen: 349502K->349501K(349696K)] 483646K->383141K(503296K), [Metaspace: 78640K->78640K(1118208K)], 0.3264563 secs] [Times: user=1.87 sys=0.01, real=0.32 secs] 
